year,population,males,females,births,deaths,infant_deaths,conflicts,bonds_formed,bonds_dissolved,resource_gini,status_gini,reproductive_skew,mating_inequality,unmated_male_pct,unmated_female_pct,elite_repro_advantage,child_survival_rate,pair_bonded_pct,violence_rate,pop_growth_rate,avg_resources,avg_status,avg_health,avg_age,avg_aggression,avg_cooperation,avg_lifespan,scarcity,civilization_stability,social_cohesion,seed,scenario
42,1238,597,641,55,51,5,86,37,9,0.4262984600049533,0.18761265361652812,0.555963356661437,0.6007402539778823,0.3173431734317343,0.16225165562913907,929.8245614035087,0.9166666666666666,0.35379644588045234,0.06946688206785137,0.0,6.583695612310637,0.7880475782793905,0.5872074456777544,14.647819063004846,0.4994044502171262,0.5171328913813077,26.15686274509804,0.0,0.6427761184459668,0.4938483100258672,42,ELITE_POLYGYNY
43,1249,597,652,68,55,4,88,31,12,0.43166579420284723,0.19164375142996248,0.5421455532714989,0.5886569493603857,0.35471698113207545,0.18543046357615894,921.4285714285713,0.9444444444444444,0.33386709367493994,0.07045636509207366,0.008885298869143781,5.906206063269741,0.7834885984506085,0.5905010152524737,14.508406725380304,0.5009363485154706,0.5159935128032235,23.4,0.0,0.6530587675528159,0.4851804315424263,42,ELITE_POLYGYNY
44,1246,588,658,56,54,8,88,43,13,0.4225322988019682,0.18301146607334196,0.5229901213004851,0.5596916602756967,0.33992094861660077,0.20723684210526316,845.4545454545455,0.875,0.3274478330658106,0.07062600321027288,-0.0024019215372297837,5.835694789030751,0.7908763676166188,0.5919924489335875,14.467897271268058,0.5016924543219684,0.51624764302192,24.64814814814815,0.0,0.6250197888468387,0.48282329476896063,42,ELITE_POLYGYNY
45,1249,595,654,66,58,11,96,41,16,0.42022414306940137,0.18415178184747116,0.5252134159983692,0.5615420979299364,0.34765625,0.23666666666666666,843.6363636363635,0.8571428571428571,0.31705364291433147,0.07686148919135308,0.002407704654895666,6.193680603707951,0.7898580178103501,0.5955518022864339,14.381104883907126,0.5017298160650508,0.5162465198463464,23.03448275862069,0.0,0.6149144029768497,0.4713905214693632,42,ELITE_POLYGYNY
46,1260,608,652,63,50,6,85,42,13,0.4184262885375727,0.18300541053491015,0.5210843974461292,0.5622115407609347,0.3574144486692015,0.21548821548821548,800.0,0.9130434782608695,0.319047619047619,0.06746031746031746,0.008807045636509208,6.819281998152527,0.7907240375211537,0.6001928133725145,14.276190476190477,0.5026183557141383,0.5162964106421674,25.38,0.0,0.6500493241608787,0.4838598340981368,42,ELITE_POLYGYNY
47,1271,622,649,58,45,7,64,40,13,0.41549812166664557,0.17729721468191562,0.5175212337175032,0.5661672627173142,0.3722627737226277,0.18493150684931506,766.0714285714286,0.8923076923076924,0.3225806451612903,0.05035405192761605,0.00873015873015873,7.1122704892476625,0.7966503714204424,0.6043259916233558,14.302124311565697,0.5030589381643692,0.5155575671409567,24.08888888888889,0.0,0.6715634763565221,0.5061836877533142,42,ELITE_POLYGYNY
48,1282,617,665,65,50,5,83,29,10,0.41944120499342197,0.17898000362193112,0.5250892721775262,0.5744915664357126,0.37218045112781956,0.18518518518518517,780.3571428571429,0.9285714285714286,0.31903276131045244,0.06474258970358815,0.00865460267505901,6.866509807477127,0.7953506946970147,0.6097794306111213,14.201248049921997,0.5040203130647999,0.5167070100410704,25.08,0.0,0.6576502484604174,0.48741603334560135,42,ELITE_POLYGYNY
49,1290,626,664,58,46,6,88,40,12,0.41354392186641675,0.17423388758861202,0.5216585280907844,0.5632656967840735,0.3382352941176471,0.1870748299319728,785.7142857142857,0.90625,0.3248062015503876,0.06821705426356589,0.0062402496099844,7.253939803233462,0.8008467766322804,0.6095658417166884,14.332558139534884,0.5034070302733336,0.5194292095273152,22.23913043478261,0.0,0.6464893140739104,0.48618253652410437,42,ELITE_POLYGYNY
50,1331,652,679,74,29,8,65,42,19,0.41907233810850864,0.1807859208929048,0.516395708667386,0.5542801896592511,0.33574007220216606,0.20394736842105263,796.551724137931,0.9024390243902439,0.32006010518407213,0.048835462058602556,0.03178294573643411,7.876149275396655,0.7956490988885765,0.6153046990877362,14.360631104432757,0.5040510164863339,0.5197001269455335,23.896551724137932,0.0,0.6983340569020003,0.5088567600193854,42,ELITE_POLYGYNY
51,1349,664,685,70,49,9,76,39,11,0.4283473050604669,0.18140621136772395,0.5082846399245753,0.5449534652570707,0.32616487455197135,0.18211920529801323,794.8275862068965,0.8860759493670886,0.3224610822831727,0.056338028169014086,0.013523666416228399,6.136462907485057,0.7952158128143554,0.6185255036156874,14.355077835433654,0.5053964121311382,0.5189867068132376,22.448979591836736,0.0,0.6632353128348619,0.5000335263131379,42,ELITE_POLYGYNY
52,1357,672,685,74,57,8,85,43,18,0.4428706654345902,0.1863579646245257,0.5113226900923173,0.557805449248872,0.36585365853658536,0.1780821917808219,814.0350877192983,0.9024390243902439,0.31098010316875463,0.06263817243920412,0.005930318754633061,4.210314096128975,0.7895595205082069,0.6221554339394283,14.277818717759764,0.5053253837441113,0.5189902133705442,22.771929824561404,0.0,0.6456556985817831,0.48814140590827665,42,ELITE_POLYGYNY
