scenario,final_population,final_population_std,total_births,total_births_std,total_deaths,total_deaths_std,total_conflicts,total_conflicts_std,resource_gini,resource_gini_std,reproductive_skew,reproductive_skew_std,violence_rate,violence_rate_std,violence_death_frac,violence_death_frac_std,pair_bonded_pct,pair_bonded_pct_std,unmated_male_pct,unmated_male_pct_std,avg_lifetime_births,avg_lifetime_births_std,child_survival,child_survival_std,bond_dissolution,bond_dissolution_std,avg_lifespan,avg_lifespan_std,pop_growth_rate,pop_growth_rate_std,avg_cooperation,avg_cooperation_std,avg_aggression,avg_aggression_std,avg_intelligence,avg_intelligence_std,law_strength,law_strength_std,civilization_stability,civilization_stability_std,social_cohesion,social_cohesion_std,n_survived,n_seeds
FREE_COMPETITION,582.2,245.54380464593277,16996.8,3068.8689708099305,16233.4,2795.413357627097,4582.1,831.1051016568242,0.37620885400156556,0.007338185881722794,0.46077371537599393,0.01932443072528004,0.007680640128734916,0.001780358761241769,0.03682626507545701,0.0057683671880787175,0.37122315785462817,0.02168226301441406,0.2850659433107038,0.04303376994430761,4.117066043807037,0.26809460680362435,0.6616425722463013,0.017899798695280217,0.10589421980849431,0.002926105099325519,18.381417459315664,1.7433513757158658,0.0023575024498391182,0.012710851852509076,0.5454444071002118,0.04009263074158246,0.4472122318835875,0.012555339174164352,0.6393381233811113,0.02475877966772902,0.948804964981748,0.0561187119666318,0.7661636500542927,0.01249593469781288,0.5885050679282859,0.022239412255236745,10,10
STRONG_STATE,689.9,240.54415395099502,19289.2,2102.7748714496283,18490.6,2019.632550737881,3193.4,603.026234918515,0.23080303290231682,0.012480348907400745,0.3791968459404181,0.016522101212857732,0.007473169405372619,0.0021388245104149734,0.02085157652790996,0.0031649378396792407,0.41819465929555283,0.01638883587369512,0.1189408610242227,0.0880122504798167,3.8164286723548564,0.3688341230340894,0.6547905483576855,0.016367246907227295,0.11121308998131452,0.003228999866752479,19.1861170399386,2.473514420625214,0.004256659083178687,0.016612592655321026,0.5122753697105082,0.023618427342700053,0.4766229385770987,0.027826655291380446,0.6074069394587067,0.020303982351742186,1.0,0.0,0.8016009030050417,0.01918987780738992,0.591936816880931,0.0106648849548692,10,10
EMERGENT_INSTITUTIONS,605.6,166.70944784264628,18570.7,1686.2907252309726,17747.6,1517.8106074210973,3930.3,598.637127147991,0.3784594514257044,0.011664231758672946,0.45190664321196206,0.01321758384994821,0.006684510588470874,0.0010965594976159428,0.028433987594080883,0.0039556684720823965,0.37216428521363365,0.01816414875619577,0.28425952089066925,0.028265260379775906,4.0439217273875245,0.201316546775262,0.6621623486386865,0.008659333006636344,0.10787199787367621,0.0030670853013842338,18.692921828300047,0.8776139629247485,0.00474422215640653,0.01269553519379394,0.5267228005039222,0.0171284096326745,0.4507392166580876,0.020037446850599227,0.6396259731834559,0.021873908139073778,1.0,0.0,0.7705911663085497,0.009953263386624226,0.5825909817907521,0.010191602311510875,10,10
