year,population,males,females,births,deaths,infant_deaths,conflicts,bonds_formed,bonds_dissolved,resource_gini,status_gini,reproductive_skew,mating_inequality,unmated_male_pct,unmated_female_pct,elite_repro_advantage,child_survival_rate,pair_bonded_pct,violence_rate,pop_growth_rate,avg_resources,avg_status,avg_health,avg_age,avg_aggression,avg_cooperation,avg_lifespan,scarcity,civilization_stability,social_cohesion,seed,scenario
32,1172,582,590,29,42,26,70,28,15,0.20609668279958138,0.1356890039329015,0.45113411235074063,0.45796448723921945,0.16423357664233576,0.11787072243346007,854.7169811320755,0.5272727272727272,0.39334470989761094,0.059726962457337884,-0.013468013468013467,2.8366789410924116,0.8357816821511279,0.533154665788473,16.149317406143346,0.5143911122862512,0.5054485033005697,22.5,0.7867242584963106,0.5965420945888869,0.5151913467127194,42,ENFORCED_MONOGAMY
33,1164,579,585,32,38,18,49,28,16,0.20405324068633446,0.13280939395045022,0.45009442134343525,0.4700628267650806,0.1814814814814815,0.14785992217898833,840.3846153846154,0.64,0.37800687285223367,0.04209621993127148,-0.006825938566552901,2.9321225379393367,0.8413602067229596,0.5307688455485754,16.394329896907216,0.5143309347422304,0.5049988926201775,26.68421052631579,0.0,0.6559201143271081,0.5316816876322634,42,ENFORCED_MONOGAMY
34,1152,566,586,33,42,7,41,24,9,0.19232624639061946,0.13169035860688205,0.4807881773399014,0.5034181309555033,0.22939068100358423,0.19924812030075187,835.1851851851851,0.825,0.3715277777777778,0.035590277777777776,-0.010309278350515464,3.6275475696625414,0.8449941839574072,0.5303387471353838,16.62152777777778,0.5147218453786575,0.5046910679080083,25.30952380952381,0.0,0.7098192223713606,0.5374233021632033,42,ENFORCED_MONOGAMY
35,1152,580,572,42,39,4,37,41,21,0.19860201511409903,0.13780154609097517,0.49198659694842894,0.5112064110894521,0.25263157894736843,0.2222222222222222,816.6666666666666,0.9130434782608695,0.3611111111111111,0.03211805555555555,0.0,3.8261301685203737,0.8404398655716049,0.536714221941499,16.692708333333332,0.5153982266226822,0.5050095520003024,26.58974358974359,0.0,0.744530049875731,0.5382451402445654,42,ENFORCED_MONOGAMY
36,1137,574,563,32,46,12,53,37,20,0.20360629607334313,0.13367133661554842,0.522721928277484,0.5336295732029879,0.3050847457627119,0.25,814.2857142857142,0.7272727272727273,0.3597185576077397,0.04661389621811785,-0.013020833333333334,3.374977437882106,0.845725462497246,0.5335812812572085,17.02550571679859,0.5157133184152357,0.5050855238429015,22.41304347826087,0.0,0.6621130285841641,0.5196683344272222,42,ENFORCED_MONOGAMY
37,1133,574,559,31,35,13,56,42,18,0.20173303160473632,0.1319621337303869,0.5315000873667657,0.5385644992939154,0.2983606557377049,0.24210526315789474,784.7457627118645,0.7045454545454546,0.3795233892321271,0.04942630185348632,-0.003518029903254178,3.3634894292512483,0.848025563993815,0.5290649084698881,17.323036187113857,0.5149942338900277,0.5060351517628527,25.685714285714287,0.0,0.6650607830167519,0.5234643696195277,42,ENFORCED_MONOGAMY
38,1138,581,557,47,41,6,36,43,18,0.20416806839482837,0.14075954483791064,0.5494102947002713,0.5552587583356816,0.2953846153846154,0.23509933774834438,779.0322580645161,0.8867924528301887,0.40421792618629176,0.03163444639718805,0.00441306266548985,3.8942414820373257,0.8406539955148017,0.532643807292144,17.5,0.5162308283176784,0.50596053461606,21.341463414634145,0.0,0.748458581526233,0.5543174300151411,42,ENFORCED_MONOGAMY
39,1141,583,558,43,39,15,49,42,15,0.2122695772471208,0.14451221765045008,0.5600699990140985,0.5766460905349795,0.2767857142857143,0.20454545454545456,785.9375,0.7413793103448276,0.42769500438212094,0.04294478527607362,0.0026362038664323375,3.989267342406066,0.8368469833277532,0.5345621228553332,17.62401402278703,0.5161383797342194,0.506318467598653,25.076923076923077,0.0,0.6952641887464228,0.5485396569781115,42,ENFORCED_MONOGAMY
40,1123,575,548,44,60,16,54,41,18,0.22333142296911324,0.1520129329397477,0.5644055583296892,0.581895485466914,0.28869047619047616,0.20655737704918034,775.0,0.7333333333333333,0.42831700801424755,0.04808548530721282,-0.015775635407537247,3.6721322634364304,0.8286933659798923,0.5405209826507209,17.526268922528942,0.515040675699162,0.5070484754149381,26.55,0.0,0.6650107365732914,0.5426234863369459,42,ENFORCED_MONOGAMY
41,1109,565,544,38,49,13,49,49,19,0.23412848188188584,0.15062884700103796,0.57050384408484,0.5874216946917243,0.29673590504451036,0.24605678233438485,758.4615384615385,0.7450980392156863,0.4292155094679892,0.04418394950405771,-0.012466607301869992,2.989722534113124,0.8292299304210072,0.543265585236164,17.55184851217313,0.5160349953215694,0.5063529333235105,26.693877551020407,0.0,0.6750886082897862,0.5475366647631282,42,ENFORCED_MONOGAMY
