year,population,males,females,births,deaths,infant_deaths,conflicts,bonds_formed,bonds_dissolved,resource_gini,status_gini,reproductive_skew,mating_inequality,unmated_male_pct,unmated_female_pct,elite_repro_advantage,child_survival_rate,pair_bonded_pct,violence_rate,pop_growth_rate,avg_resources,avg_status,avg_health,avg_age,avg_aggression,avg_cooperation,scarcity,civilization_stability,social_cohesion,seed,scenario
1,538,262,276,49,11,0,20,113,0,0.169001873760261,0.20571775869074171,0.7403808236155711,0.7484448324784458,0.40641711229946526,0.3743016759776536,102.77777777777777,1.0,0.4144981412639405,0.03717472118959108,0.0,10.179159951392158,0.3651662714670374,0.9574312267657992,23.96468401486989,0.5071495767611388,0.5011729673619849,0.0,0.7726122646531524,0.5490751349001843,42,HIGH_FEMALE_CHOICE
2,582,287,295,66,22,8,20,42,7,0.20400288450730208,0.2352723193933708,0.5669444349187842,0.5837351333976213,0.26229508196721313,0.21666666666666667,200.0,0.8918918918918919,0.4742268041237113,0.03436426116838488,0.08178438661710037,9.015740705454908,0.4936651369337427,0.9362560137457044,22.34536082474227,0.5046983211061942,0.49975253983466045,0.0,0.8017600249374919,0.572925070916682,42,HIGH_FEMALE_CHOICE
3,637,317,320,68,11,4,26,23,6,0.21683480105189967,0.2609955047508161,0.4985200164116992,0.5072908448028988,0.23497267759562843,0.18888888888888888,283.3333333333333,0.9444444444444444,0.4489795918367347,0.04081632653061224,0.09450171821305842,7.983751648792918,0.5744717495019619,0.9174427001569858,20.860282574568288,0.5059134485036022,0.5007055906697349,0.0,0.798866599880323,0.5564046852474858,42,HIGH_FEMALE_CHOICE
4,696,360,336,77,16,5,21,18,7,0.2148357540926087,0.2742256606381872,0.4392436169344971,0.44846506884242743,0.24324324324324326,0.18032786885245902,338.88888888888886,0.9390243902439024,0.4166666666666667,0.03017241379310345,0.09262166405023547,7.428991686467218,0.6260301174224718,0.9010186781609194,19.80316091954023,0.5031840177005561,0.5031546725338,0.0,0.8090303260527987,0.559379685105474,42,HIGH_FEMALE_CHOICE
5,746,396,350,71,19,4,31,14,5,0.19625742327958262,0.27074610014822964,0.4236311716260397,0.44026832063641885,0.25274725274725274,0.18032786885245902,430.55555555555554,0.9466666666666667,0.38337801608579086,0.04155495978552279,0.07183908045977011,7.79442995901876,0.6589501218652343,0.8833042895442358,18.935656836461128,0.5032206361640346,0.5050526599176778,0.0,0.7925894447453345,0.5342596698651945,42,HIGH_FEMALE_CHOICE
6,789,412,377,55,11,9,38,20,12,0.17781670405989747,0.2513098102227391,0.39931868974345996,0.4212664277180407,0.3,0.1712707182320442,483.3333333333333,0.859375,0.34980988593155893,0.048162230671736375,0.057640750670241284,7.422574531889977,0.6894385268130598,0.8652129277566539,18.47148288973384,0.5027192579451822,0.5069646212020676,0.0,0.7595085460701497,0.5150165202172022,42,HIGH_FEMALE_CHOICE
7,841,439,402,63,9,5,40,16,10,0.17161332138952945,0.24271052547540406,0.39467429239118723,0.42355565240799375,0.32044198895027626,0.18478260869565216,544.4444444444445,0.9264705882352942,0.32461355529131986,0.04756242568370987,0.06590621039290241,7.2493243676919485,0.7048610598675445,0.8476456599286563,18.074910820451844,0.5026525147741823,0.507767191984005,0.0,0.7746433775490508,0.5072685890409266,42,HIGH_FEMALE_CHOICE
8,891,460,431,65,12,5,58,16,5,0.15750890588209998,0.2353073993821282,0.3857717495012578,0.4181165979416004,0.3224043715846995,0.16939890710382513,600.0,0.9285714285714286,0.30976430976430974,0.06509539842873176,0.059453032104637336,8.459011998049906,0.7162288602612104,0.8296700336700336,17.643097643097644,0.5007412659540855,0.5090119654568774,0.0,0.7494626247879859,0.4806530465643447,42,HIGH_FEMALE_CHOICE
9,914,471,443,48,22,7,46,17,12,0.16817789223501411,0.21425087213404836,0.3858868564848952,0.4161441844103708,0.3425414364640884,0.1878453038674033,669.4444444444445,0.8727272727272727,0.2910284463894967,0.05032822757111598,0.025813692480359147,6.146309214402312,0.7415031086387329,0.8108304157549233,17.72647702407002,0.4994048185139465,0.5107314279713356,0.0,0.728521857816925,0.49324224296096314,42,HIGH_FEMALE_CHOICE
10,938,477,461,49,22,4,35,18,16,0.152077832277685,0.2021965506881569,0.39725560663695125,0.4369663485685584,0.39779005524861877,0.21195652173913043,727.7777777777777,0.9245283018867925,0.27078891257995735,0.03731343283582089,0.0262582056892779,5.932134064685447,0.7585437713497677,0.7961407249466951,17.76865671641791,0.4993950871525342,0.5105555163075708,0.0,0.7616229023387012,0.5023565348812373,42,HIGH_FEMALE_CHOICE
